86,1,93,18,18,18,18,18,18,18,18,18,18,18,18,18
86,73,58,58,58,58,93,18,18,18,18,18,18,18,18,18
86,1,1,1,1,1,62,65,67,65,87,18,18,18,18,18
86,1,1,1,1,1,1,31,0,29,93,18,18,18,18,18
86,1,12,1,1,1,95,34,26,29,93,18,18,18,18,18
85,1,1,1,1,1,92,37,1,1,93,18,18,18,18,18
18,18,18,18,18,18,85,1,1,37,90,18,18,18,18,18
18,18,18,18,18,18,67,67,73,67,67,18,18,18,18,18
18,18,18,18,18,18,0,0,1,0,0,18,18,18,18,18
18,18,18,18,18,18,0,0,1,0,0,18,18,18,18,18
18,18,18,18,18,18,0,0,1,0,0,18,18,18,18,18
18,18,18,18,18,18,1,1,1,1,1,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
