86,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
86,73,58,58,58,58,93,0,0,0,0,0,0,0,0,0
86,1,1,1,1,1,62,0,0,0,0,0,0,0,0,0
86,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
86,1,12,1,1,1,93,0,0,0,0,0,0,0,0,0
85,1,1,1,1,1,90,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
