41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41
41,2,1,1,1,1,1,1,1,1,1,1,1,1,2,41
41,2,1,3,3,3,3,3,1,3,3,3,3,1,2,41
41,2,1,80,3,3,3,3,3,3,3,3,3,1,2,41
41,2,1,80,80,80,80,80,80,80,3,3,3,1,2,41
41,2,1,80,80,80,80,80,80,80,80,80,3,1,2,41
41,2,1,56,56,56,80,80,80,4,4,80,80,1,2,41
41,2,1,56,56,56,80,80,80,4,4,4,4,1,2,41
41,2,1,56,56,56,56,80,80,4,4,4,4,1,2,41
41,2,1,56,56,56,56,56,80,4,4,4,4,1,2,41
41,2,1,56,56,56,56,56,56,56,56,56,56,1,2,41
41,2,1,1,1,1,1,1,1,1,1,1,13,1,2,41
41,2,1,1,1,1,1,1,1,1,1,1,1,1,2,41
41,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
