86,1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
86,73,58,58,58,58,93,18,-1,-1,-1,-1,-1,-1,-1,-1
86,1,1,1,1,1,62,65,67,65,87,-1,-1,-1,-1,-1
86,1,1,1,1,1,1,31,0,29,93,-1,-1,-1,-1,-1
86,1,12,1,1,1,95,34,26,29,93,-1,-1,-1,-1,-1
85,1,1,1,1,1,92,1,1,1,93,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,85,1,1,1,90,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,67,67,73,67,67,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
